program_id,program_name,employee_first_name,employee_last_name,business_unit_corporate_function,location,career_grade,talent_review_status,number_of_years_with_business,gender,ethnicity,nps_score,nps_comments
921,iManage,Magdalene,Thurman,Higher Education,"North America, United States",C2,Performing to standard,Less than 2 years,Female,White,3.0,
921,iManage,Kevin,Kearton,CPO/DTC,"North America, Canada",C2,Aspire to move,11 + years,Male,White,1.0,
921,iManage,Rodrigo,Higgins,Higher Education,United Kingdom,C2,Ready now,6 - 10 years,Female,White,10.0,
921,iManage,Arlie,Houlton,Virtual Online Learning,Middle East,D,Performing to standard,Less than 2 years,Female,White,7.0,
921,iManage,Bryant,Pond,Workforce Skills,India,C2,Ready in 1 year,6 - 10 years,Female,White,5.0,
921,iManage,Ema,Annan,Assessment & Qualifications,"North America, United States",C2,Ready in 1 year,6 - 10 years,Male,White,10.0,
921,iManage,Leena,Chilvers,English Language Learning,"North America, United States",C2,Aspire to move,Less than 2 years,Female,White,5.0,
921,iManage,Ellen,Macintyre,Assessment & Qualifications,"North America, United States",C2,Performing to standard,Less than 2 years,Male,White,0.0,
921,iManage,Bridget,Thom,Legal,West Asia,D,Coach,3 - 5 years,Female,White,5.0,
921,iManage,Gaylord,Cresswell,CPO/DTC,"North America, United States",D,Coach,Less than 2 years,Female,White,6.0,
921,iManage,Nelda,Burden,Workforce Skills,"North America, United States",C2,Ready now,Less than 2 years,Female,White,9.0,
921,iManage,Perry,Farnum,Assessment & Qualifications,"North America, United States",D,Coach,11 + years,Female,White,3.0,
921,iManage,Carmella,O callaghann,Finance,United Kingdom,E,Ready in 1 year,3 - 5 years,Male,White,8.0,
921,iManage,Lue,Routledge,Assessment & Qualifications,"North America, United States",E,Aspire to move,3 - 5 years,Male,White,0.0,
921,iManage,Syreeta,Kinsey,Assessment & Qualifications,United Kingdom,C2,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Jutta,Toomey,Workforce Skills,"North America, United States",E,Coach,11 + years,Male,White,5.0,
921,iManage,Xiomara,O gorman,Virtual Online Learning,India,D,Ready now,3 - 5 years,Female,White,9.0,
921,iManage,Jillian,Cairns,English Language Learning,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,White,1.0,
921,iManage,Janine,Rosso,Higher Education,"North America, United States",C2,Coach,3 - 5 years,Male,White,2.0,
921,iManage,Agustina,Knutt,Workforce Skills,"North America, Canada",C2,Aspire to move,3 - 5 years,Male,White,0.0,
921,iManage,Carey,Amesbury,Virtual Online Learning,Europe,C2,Ready in 1 year,Less than 2 years,Male,White,2.0,
921,iManage,Veronica,Eyre,CPO/DTC,India,E,Aspire to move,3 - 5 years,Female,White,2.0,
921,iManage,Nereida,Yorke,Strategy,South Asia,D,Ready in 1 year,11 + years,Female,White,8.0,
921,iManage,Valentin,Fernyhough,Finance,West Asia,E,Coach,6 - 10 years,Male,White,5.0,
921,iManage,Charlesetta,Prior,Human Resources,Europe,D,Ready in 1 year,11 + years,Male,White,3.0,
921,iManage,Graig,O dowd,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,Less than 2 years,Male,White,1.0,
921,iManage,Mallory,Pyle,Corporate Marketing & Comms,United Kingdom,D,Ready in 1 year,Less than 2 years,Male,White,8.0,
921,iManage,Dawne,Worgan,Legal,United Kingdom,D,Ready now,Less than 2 years,Female,White,1.0,
921,iManage,Deeanna,Wyatt,Human Resources,"North America, Canada",C2,Coach,11 + years,Female,White,2.0,
921,iManage,Estelle,Heatley,Workforce Skills,"North America, United States",C2,Performing to standard,11 + years,Male,White,3.0,
921,iManage,Lacie,Cornish,Virtual Online Learning,Africa,C2,Coach,6 - 10 years,Male,White,5.0,
921,iManage,Venus,Farr,Human Resources,United Kingdom,C2,Ready now,Less than 2 years,Female,White,5.0,
921,iManage,Sage,Beer,Higher Education,United Kingdom,C2,Performing to standard,6 - 10 years,Male,White,4.0,
921,iManage,Kristle,Newberry,Corporate Marketing & Comms,"North America, United States",E,Performing to standard,6 - 10 years,Male,White,7.0,
921,iManage,Helaine,Rushby,Virtual Online Learning,"North America, United States",D,Ready now,Less than 2 years,Female,White,1.0,
921,iManage,Idella,Prendergast,Higher Education,United Kingdom,C2,Ready in 1 year,6 - 10 years,Female,White,10.0,
921,iManage,Cedrick,Sturgess,Strategy,"North America, United States",C2,Performing to standard,11 + years,Male,White,3.0,
921,iManage,Mistie,Negros,Assessment & Qualifications,"North America, United States",E,Performing to standard,Less than 2 years,Male,White,9.0,
921,iManage,Loren,Harman,CPO/DTC,United Kingdom,C2,Performing to standard,3 - 5 years,Male,White,0.0,
921,iManage,Chandra,Vallory,Strategy,United Kingdom,C2,Ready now,11 + years,Female,White,0.0,
921,iManage,Floria,Levine,Assessment & Qualifications,"North America, Canada",C2,Performing to standard,Less than 2 years,Male,White,8.0,
921,iManage,Lillie,Davy,Finance,South Asia,D,Ready in 1 year,3 - 5 years,Female,White,10.0,
921,iManage,Hulda,Smit,Virtual Online Learning,"North America, United States",C2,Aspire to move,6 - 10 years,Other,White,8.0,
921,iManage,Nida,Durham,Corporate Marketing & Comms,Australia,C2,Performing to standard,3 - 5 years,Female,White,2.0,
921,iManage,Sunni,Doyle,English Language Learning,Africa,C2,Ready in 1 year,11 + years,Male,White,2.0,
921,iManage,Penney,Leith,Finance,United Kingdom,C2,Ready in 1 year,3 - 5 years,Female,White,1.0,
921,iManage,Gwenda,Millington,English Language Learning,India,C2,Ready in 1 year,Less than 2 years,Female,White,9.0,
921,iManage,Emelia,Machin,Workforce Skills,"North America, United States",D,Coach,6 - 10 years,Male,White,2.0,
921,iManage,Tomoko,Jukes,Virtual Online Learning,Europe,C2,Ready now,11 + years,Female,White,5.0,
921,iManage,Nathalie,Edmundson,English Language Learning,"North America, United States",C2,Ready in 1 year,3 - 5 years,Male,White,2.0,
921,iManage,Mariano,Gilks,Strategy,Europe,C2,Coach,3 - 5 years,Female,White,1.0,
921,iManage,Peggy,Guest,Workforce Skills,"North America, United States",C2,Ready now,11 + years,Female,White,8.0,
921,iManage,Elida,Robert,Workforce Skills,Middle East,C2,Ready in 1 year,6 - 10 years,Male,White,0.0,
921,iManage,Annabelle,Finnigan,English Language Learning,"North America, United States",C2,Ready now,Less than 2 years,Female,White,0.0,
921,iManage,Marisol,Gower,Human Resources,Europe,C2,Ready now,3 - 5 years,Female,White,2.0,
921,iManage,Yahaira,Shakespeare,Virtual Online Learning,Australia,C2,Ready now,Less than 2 years,Female,White,7.0,
921,iManage,Eleanore,Abbott,Strategy,United Kingdom,C2,Ready in 1 year,11 + years,Female,White,6.0,
921,iManage,Ai,Oakley,Assessment & Qualifications,"North America, United States",D,Ready now,Less than 2 years,Female,White,6.0,
921,iManage,Mei,Ramsden,Higher Education,"North America, United States",C2,Performing to standard,6 - 10 years,Male,White,7.0,
921,iManage,Lorena,Knoxville,Workforce Skills,United Kingdom,C2,Ready in 1 year,3 - 5 years,Female,White,1.0,
921,iManage,Melaine,Lowndes,Virtual Online Learning,United Kingdom,C2,Performing to standard,6 - 10 years,Female,White,0.0,
921,iManage,Gilda,Thurbon,English Language Learning,"North America, United States",E,Ready in 1 year,3 - 5 years,Male,White,9.0,
921,iManage,Jolene,Trew,Higher Education,"North America, United States",C2,Aspire to move,Less than 2 years,Male,White,0.0,
921,iManage,Adriene,Grivet,Higher Education,"North America, United States",C2,Performing to standard,3 - 5 years,Male,White,5.0,
921,iManage,Roseline,Gaynor,Higher Education,United Kingdom,E,Performing to standard,3 - 5 years,Male,White,7.0,
921,iManage,Jannette,Dimmock,Corporate Marketing & Comms,"North America, United States",D,Performing to standard,Less than 2 years,Male,White,7.0,
921,iManage,Ernesto,Laraway,Legal,Australia,C2,Ready in 1 year,3 - 5 years,Male,White,6.0,
921,iManage,Celena,Yarwood,Higher Education,"North America, United States",D,Performing to standard,11 + years,Female,White,8.0,
921,iManage,Rosy,Gilmore,Virtual Online Learning,United Kingdom,C2,Coach,11 + years,Male,White,5.0,
921,iManage,Lavonia,Walmsley,Virtual Online Learning,"North America, United States",C2,Coach,11 + years,Male,White,2.0,
921,iManage,Vannesa,Ormsby,Virtual Online Learning,United Kingdom,C2,Coach,6 - 10 years,Male,White,0.0,
921,iManage,Marisa,Callaghan,Higher Education,"North America, Canada",C2,Ready in 1 year,6 - 10 years,Prefer not to say,White,3.0,
921,iManage,Yuette,Pickett,Finance,United Kingdom,C2,Ready now,11 + years,Male,White,1.0,
921,iManage,Belinda,Moody,CPO/DTC,Africa,C1,Ready in 1 year,11 + years,Male,White,9.0,
921,iManage,Clotilde,Lovey,Corporate Marketing & Comms,"North America, United States",C2,Ready in 1 year,6 - 10 years,Male,White,1.0,
921,iManage,Edra,Boyce,Assessment & Qualifications,United Kingdom,C2,Ready in 1 year,Less than 2 years,Male,White,6.0,
921,iManage,Alysha,Nelmes,Finance,United Kingdom,E,Coach,3 - 5 years,Female,White,2.0,
921,iManage,Nikole,Derrien,Workforce Skills,United Kingdom,D,Performing to standard,3 - 5 years,Female,White,5.0,
921,iManage,Beckie,Ranson,Assessment & Qualifications,United Kingdom,D,Ready in 1 year,Less than 2 years,Female,White,2.0,
921,iManage,Rae,Mccartney,Corporate Marketing & Comms,United Kingdom,D,Aspire to move,Less than 2 years,Female,White,8.0,
921,iManage,Veronika,Guthrie,Finance,"North America, United States",E,Ready now,6 - 10 years,Male,White,3.0,
921,iManage,Jani,Elstone,English Language Learning,United Kingdom,E,Aspire to move,11 + years,Male,White,5.0,
921,iManage,Collin,Higgins,Assessment & Qualifications,United Kingdom,D,Aspire to move,Less than 2 years,Male,White,3.0,
921,iManage,Tayna,Kell,Higher Education,India,E,Performing to standard,11 + years,Male,White,1.0,
921,iManage,Mindi,Jewson,Human Resources,Middle East,E,Performing to standard,Less than 2 years,Male,White,7.0,
921,iManage,Maybelle,Egerton,English Language Learning,United Kingdom,E,Coach,Less than 2 years,Male,White,2.0,
921,iManage,Maryrose,Shotton,English Language Learning,United Kingdom,C1,Ready now,3 - 5 years,Male,White,8.0,
921,iManage,Ronny,Harley,CPO/DTC,"North America, United States",C2,Ready now,6 - 10 years,Female,White,2.0,
921,iManage,Jeanett,Bethell,English Language Learning,United Kingdom,C1,Ready now,3 - 5 years,Male,White,7.0,
921,iManage,My,Preece,English Language Learning,South Asia,C2,Performing to standard,6 - 10 years,Male,White,6.0,
921,iManage,Marvella,Ranger,Virtual Online Learning,Europe,C2,Ready now,6 - 10 years,Female,White,1.0,
921,iManage,Kurtis,Ryder,Higher Education,"North America, United States",E,Ready now,Less than 2 years,Female,White,3.0,
921,iManage,Lazaro,Collinson,Workforce Skills,"North America, Canada",E,Performing to standard,11 + years,Female,White,5.0,
921,iManage,Jaleesa,Last,Virtual Online Learning,China,C2,Coach,3 - 5 years,Female,White,4.0,
921,iManage,Vernon,Masters,Virtual Online Learning,United Kingdom,C2,Performing to standard,3 - 5 years,Male,White,8.0,
921,iManage,Vina,Elbutt,Corporate Marketing & Comms,"North America, United States",D,Ready in 1 year,11 + years,Female,White,5.0,
921,iManage,Merideth,Parkes,Virtual Online Learning,"North America, United States",C2,Ready in 1 year,6 - 10 years,Female,White,0.0,
921,iManage,Cathi,Stewart,Higher Education,West Asia,C2,Performing to standard,11 + years,Male,White,7.0,
921,iManage,Cathryn,Sinclair,Finance,"North America, United States",C2,Performing to standard,Less than 2 years,Male,White,5.0,
921,iManage,Sherrell,Ormsby,Assessment & Qualifications,Europe,E,Aspire to move,6 - 10 years,Male,White,4.0,
921,iManage,Shane,Hargreaves,Higher Education,"North America, United States",C2,Performing to standard,Less than 2 years,Female,White,6.0,
921,iManage,Caleb,Clough,Workforce Skills,India,C2,Coach,11 + years,Female,White,6.0,Thank you for inviting me to this; I liked learning about the really practical things I have to do as a manager (like using Fusion).
921,iManage,Britta,Lamond,Higher Education,"North America, United States",D,Performing to standard,11 + years,Female,White,10.0,
921,iManage,Cornell,Ingles,Workforce Skills,United Kingdom,C2,Aspire to move,6 - 10 years,Male,White,0.0,
921,iManage,Ellamae,Matthams,Finance,China,C2,Ready in 1 year,6 - 10 years,Female,White,0.0,
921,iManage,Wilfredo,Wiggins,Assessment & Qualifications,"North America, Canada",C2,Ready now,11 + years,Male,White,6.0,
921,iManage,Louvenia,Oconnor,Corporate Marketing & Comms,Europe,C2,Performing to standard,Less than 2 years,Female,White,6.0,
921,iManage,Cathie,Bean,Virtual Online Learning,"North America, United States",C2,Coach,11 + years,Female,White,2.0,
921,iManage,Raquel,Given,Virtual Online Learning,Europe,C2,Aspire to move,Less than 2 years,Female,White,9.0,
921,iManage,Noriko,Geary,Virtual Online Learning,"North America, United States",C2,Ready now,3 - 5 years,Female,White,6.0,
921,iManage,Larissa,Batty,Assessment & Qualifications,"North America, Canada",C2,Coach,Less than 2 years,Male,White,1.0,
921,iManage,Doreatha,Parkes,English Language Learning,United Kingdom,C2,Coach,11 + years,Other,White,6.0,
921,iManage,Griselda,Peat,Assessment & Qualifications,East Asia,C2,Ready in 1 year,6 - 10 years,Female,White,10.0,I loved all of the practical advice given.
921,iManage,Kaye,Maynard,Higher Education,East Asia,C2,Performing to standard,11 + years,Female,White,6.0,
921,iManage,Faith,Rivers,Assessment & Qualifications,"North America, United States",E,Performing to standard,6 - 10 years,Prefer not to say,White,0.0,
921,iManage,Patty,Holdsworth,Virtual Online Learning,"North America, United States",D,Aspire to move,11 + years,Male,White,6.0,
921,iManage,Celina,Flavell,Higher Education,China,D,Ready in 1 year,11 + years,Male,White,2.0,
921,iManage,Deangelo,Upsdell,Assessment & Qualifications,"North America, United States",C2,Aspire to move,6 - 10 years,Male,White,2.0,
921,iManage,Tien,Ripley,Corporate Marketing & Comms,China,E,Aspire to move,3 - 5 years,Male,White,3.0,
921,iManage,Nerissa,Chase,Higher Education,"North America, United States",D,Ready in 1 year,3 - 5 years,Female,White,1.0,
921,iManage,Kendrick,Tilston,CPO/DTC,United Kingdom,C2,Ready in 1 year,Less than 2 years,Male,White,2.0,
921,iManage,Yuonne,Gillespie,English Language Learning,"North America, United States",C2,Ready now,3 - 5 years,Male,White,9.0,
921,iManage,Ed,Kamara,Higher Education,United Kingdom,C2,Aspire to move,11 + years,Male,White,5.0,
921,iManage,Arnulfo,Embleton,Corporate Marketing & Comms,East Asia,D,Ready in 1 year,Less than 2 years,Male,White,8.0,
921,iManage,Eliseo,Essop,English Language Learning,East Asia,C2,Ready now,3 - 5 years,Male,White,0.0,
921,iManage,Alec,Tuttle,Finance,Europe,E,Performing to standard,3 - 5 years,Female,White,7.0,
921,iManage,Marlana,Maynard,Virtual Online Learning,Europe,E,Ready in 1 year,6 - 10 years,Male,White,8.0,
921,iManage,Rosina,Templeton,Higher Education,"North America, Canada",C2,Coach,Less than 2 years,Male,White,1.0,
921,iManage,Hyon,Gilmour,Corporate Marketing & Comms,"North America, United States",C2,Ready in 1 year,3 - 5 years,Female,White,9.0,
921,iManage,Rosio,Leroy,Virtual Online Learning,"North America, United States",E,Performing to standard,3 - 5 years,Male,White,10.0,
921,iManage,Shanell,Tilston,English Language Learning,"North America, United States",C2,Ready in 1 year,6 - 10 years,Female,White,8.0,
921,iManage,Yessenia,Tyler,Legal,United Kingdom,C2,Performing to standard,11 + years,Female,White,4.0,
921,iManage,Lilliana,Fielding,English Language Learning,"North America, United States",E,Aspire to move,6 - 10 years,Male,White,9.0,
921,iManage,Loralee,Osullivan,Virtual Online Learning,"North America, Canada",D,Ready now,11 + years,Male,White,2.0,
921,iManage,Tarsha,Ayling,Strategy,"North America, United States",E,Coach,6 - 10 years,Male,White,0.0,
921,iManage,Una,Nickolls,Human Resources,"North America, United States",C2,Ready now,Less than 2 years,Male,White,4.0,
921,iManage,Ginger,Waterson,Virtual Online Learning,United Kingdom,C2,Aspire to move,6 - 10 years,Male,White,9.0,
921,iManage,Jc,Paisley,Higher Education,"North America, Canada",C2,Aspire to move,3 - 5 years,Male,White,0.0,
921,iManage,Neta,Levin,Corporate Marketing & Comms,China,C2,Coach,Less than 2 years,Female,White,0.0,
921,iManage,Trudie,Naylor,Virtual Online Learning,"North America, United States",E,Aspire to move,3 - 5 years,Female,White,0.0,
921,iManage,Maybelle,Gunn,Workforce Skills,East Asia,C2,Aspire to move,3 - 5 years,Female,White,2.0,
921,iManage,Ashlea,English,Virtual Online Learning,"North America, Canada",C2,Coach,3 - 5 years,Male,White,1.0,
921,iManage,Freddy,Alpin,Assessment & Qualifications,East Asia,C2,Ready in 1 year,6 - 10 years,Male,White,7.0,
921,iManage,Myron,Pickersgill,Virtual Online Learning,"North America, United States",E,Ready now,Less than 2 years,Female,White,5.0,
921,iManage,Lesli,Albutt,Workforce Skills,United Kingdom,C2,Performing to standard,Less than 2 years,Female,White,1.0,
921,iManage,Akilah,Daley,Human Resources,"North America, United States",C2,Ready in 1 year,11 + years,Male,White,9.0,
921,iManage,Harold,Rivers,Assessment & Qualifications,Australia,C2,Ready now,6 - 10 years,Male,White,7.0,
921,iManage,Ilene,O connor,Corporate Marketing & Comms,Middle East,C2,Coach,Less than 2 years,Female,White,4.0,
921,iManage,Leeann,Fitch,Higher Education,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,White,8.0,
921,iManage,Art,Sandison,Virtual Online Learning,"North America, United States",C2,Ready now,3 - 5 years,Male,White,9.0,
921,iManage,Shawnna,Nairn,Assessment & Qualifications,"North America, United States",C2,Ready in 1 year,Less than 2 years,Female,White,2.0,
921,iManage,Renata,Whittle,Corporate Marketing & Comms,"North America, United States",D,Ready now,11 + years,Female,White,4.0,
921,iManage,Lisabeth,Bouvet,CPO/DTC,"North America, United States",C2,Coach,11 + years,Female,White,1.0,
921,iManage,Macie,O mahoney,Finance,"North America, United States",D,Performing to standard,Less than 2 years,Female,White,4.0,
921,iManage,Nicol,Wickens,Corporate Marketing & Comms,"North America, United States",C2,Ready in 1 year,Less than 2 years,Male,White,2.0,
921,iManage,Marcia,Floyd,Assessment & Qualifications,United Kingdom,C2,Ready in 1 year,6 - 10 years,Female,White,9.0,
921,iManage,Esmeralda,Mcmahon,Assessment & Qualifications,Europe,E,Ready in 1 year,3 - 5 years,Female,White,9.0,
921,iManage,Sumiko,Newberry,English Language Learning,"North America, United States",C2,Performing to standard,3 - 5 years,Male,White,0.0,
921,iManage,Dorla,Turford,Human Resources,"North America, United States",C2,Ready now,11 + years,Male,White,7.0,
921,iManage,Tameika,Dexter,Corporate Marketing & Comms,India,C2,Coach,3 - 5 years,Male,White,1.0,
921,iManage,Raymond,Pounder,Virtual Online Learning,"North America, United States",C2,Ready in 1 year,3 - 5 years,Male,White,3.0,
921,iManage,Regan,Howell,Workforce Skills,Europe,C2,Ready in 1 year,3 - 5 years,Female,White,4.0,
921,iManage,Samatha,Prentice,Higher Education,"North America, United States",C2,Aspire to move,11 + years,Male,White,3.0,
921,iManage,Cheri,France,Workforce Skills,"North America, United States",E,Ready in 1 year,3 - 5 years,Female,White,6.0,
921,iManage,Christal,Axon,Higher Education,"North America, United States",E,Ready now,6 - 10 years,Male,White,4.0,
921,iManage,Susy,Godfrey,Higher Education,"North America, United States",E,Aspire to move,Less than 2 years,Female,White,5.0,
921,iManage,Brigida,Redin,Higher Education,"North America, United States",E,Ready now,Less than 2 years,Female,White,1.0,
921,iManage,Stacey,Dempsey,Virtual Online Learning,"North America, United States",E,Aspire to move,Less than 2 years,Female,White,10.0,
921,iManage,Vonda,Horrocks,Virtual Online Learning,"North America, United States",C2,Performing to standard,11 + years,Male,White,6.0,
921,iManage,Greta,Varley,Higher Education,Africa,C2,Ready in 1 year,11 + years,Female,White,4.0,
921,iManage,Geoffrey,Torrens,Human Resources,"North America, United States",C2,Ready now,6 - 10 years,Female,White,7.0,
921,iManage,Rufina,Pollock,Legal,"North America, United States",C2,Ready now,6 - 10 years,Prefer not to say,White,3.0,
921,iManage,Krystin,Burdett,Assessment & Qualifications,"North America, United States",C1,Ready in 1 year,11 + years,Male,White,8.0,
921,iManage,Alejandra,Yeldon,Corporate Marketing & Comms,"North America, United States",E,Ready now,6 - 10 years,Male,White,6.0,
921,iManage,Leone,Neary,English Language Learning,"North America, Canada",C2,Ready now,6 - 10 years,Female,White,6.0,
921,iManage,Sunny,Petticrew,Finance,West Asia,C2,Ready in 1 year,Less than 2 years,Male,White,7.0,
921,iManage,Raina,Kerrighen,Corporate Marketing & Comms,South Asia,D,Ready in 1 year,Less than 2 years,Male,White,10.0,
921,iManage,Magan,Clay,Assessment & Qualifications,"North America, Canada",C2,Ready in 1 year,3 - 5 years,Female,White,5.0,
921,iManage,Savannah,Edgley,Higher Education,United Kingdom,C2,Aspire to move,3 - 5 years,Female,White,0.0,
921,iManage,Sharen,Melia,Corporate Marketing & Comms,West Asia,C2,Ready in 1 year,3 - 5 years,Female,White,1.0,
921,iManage,Tania,Sayers,Strategy,"North America, United States",C2,Ready now,11 + years,Female,White,3.0,
921,iManage,Katina,Gunn,Legal,Northern Ireland,C2,Performing to standard,Less than 2 years,Female,White,7.0,
921,iManage,Zulma,Lawler,Corporate Marketing & Comms,Africa,F,Ready in 1 year,Less than 2 years,Female,White,10.0,
921,iManage,Susan,Warren,Workforce Skills,United Kingdom,C2,Ready now,6 - 10 years,Female,White,4.0,
921,iManage,Kelli,Kinnear,Corporate Marketing & Comms,Europe,C2,Ready now,3 - 5 years,Male,White,3.0,
921,iManage,Juliana,Butterworth,CPO/DTC,"North America, Canada",D,Performing to standard,3 - 5 years,Male,White,8.0,
921,iManage,Tobias,Moore,Finance,"North America, United States",C2,Performing to standard,Less than 2 years,Male,White,0.0,
521,Lead to Succeed,Emery,Best,Assessment & Qualifications,Australia,E,Ready now,Less than 2 years,Male,White,3.0,
521,Lead to Succeed,Kia,Nicks,Legal,"North America, United States",E,Aspire to move,6 - 10 years,Male,White,3.0,I thought this program was going to be better than it actually was.  The sessions weren't interactive and were often quite boring.  I also don't understand how I'll apply most of what I learned to my day to day
521,Lead to Succeed,Mathilde,Collett,English Language Learning,"North America, United States",F,Aspire to move,3 - 5 years,Male,Asian,1.0,
521,Lead to Succeed,Jacquiline,Mcdonald,English Language Learning,"North America, United States",D,Ready now,6 - 10 years,Male,White,3.0,
521,Lead to Succeed,Flossie,Manning,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,3 - 5 years,Male,White,3.0,
521,Lead to Succeed,Love,Granger,Assessment & Qualifications,"North America, United States",D,Ready in 1 year,Less than 2 years,Male,White,0.0,
521,Lead to Succeed,Lavern,Keefe,Finance,"North America, United States",F,Performing to standard,11 + years,Male,White,6.0,I liked the program - I met a lot of really wonderful colleagues across Pearson
521,Lead to Succeed,Thad,Antic,Workforce Skills,"North America, United States",D,Ready in 1 year,3 - 5 years,Male,White,2.0,
521,Lead to Succeed,Carline,Stewart,Assessment & Qualifications,"North America, United States",G,Ready in 1 year,3 - 5 years,Male,White,0.0,I'm not sure this was applicable to my role
521,Lead to Succeed,Glenda,Diamond,Corporate Marketing & Comms,"North America, United States",D,Ready in 1 year,3 - 5 years,Female,White,2.0,
521,Lead to Succeed,Gus,Michael,Human Resources,"North America, United States",D,Ready now,3 - 5 years,Female,White,0.0,
521,Lead to Succeed,Yang,Thornley,Assessment & Qualifications,"North America, United States",E,Ready now,6 - 10 years,Male,White,0.0,"A lot of the topics felt irrelevant to my job - nice speakers, though."
521,Lead to Succeed,Charlsie,Farrelly,Strategy,United Kingdom,E,Aspire to move,11 + years,Female,White,4.0,
521,Lead to Succeed,Louann,Yates,English Language Learning,Europe,E,Ready now,6 - 10 years,Male,White,1.0,
521,Lead to Succeed,Burma,Batten,Assessment & Qualifications,United Kingdom,E,Ready in 1 year,6 - 10 years,Male,Latino/Hispanic,2.0,
521,Lead to Succeed,Rafael,Glenn,Assessment & Qualifications,"North America, United States",D,Performing to standard,3 - 5 years,Female,White,2.0,
521,Lead to Succeed,Lorena,Dupont,Workforce Skills,United Kingdom,D,Ready now,11 + years,Female,White,3.0,
521,Lead to Succeed,Sana,Exton,English Language Learning,"North America, United States",F,Ready now,11 + years,Female,White,2.0,
521,Lead to Succeed,Landon,Boland,Virtual Online Learning,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,White,3.0,
521,Lead to Succeed,Felicia,Paige,Finance,Europe,D,Ready now,11 + years,Male,Prefer not to say,0.0,
521,Lead to Succeed,Jonelle,Allport,Human Resources,United Kingdom,E,Ready now,3 - 5 years,Female,Black,4.0,
521,Lead to Succeed,Mallory,Valentine,Assessment & Qualifications,"North America, United States",F,Aspire to move,6 - 10 years,Female,White,4.0,
521,Lead to Succeed,Gracia,Widdows,English Language Learning,United Kingdom,E,Aspire to move,3 - 5 years,Male,White,3.0,
521,Lead to Succeed,Cyril,Ireland,English Language Learning,United Kingdom,D,Ready in 1 year,3 - 5 years,Male,White,1.0,"Thank you for including me, but I'm not sure how much I gained from this.  I did really enjoy meeting others from different parts of Pearson."
521,Lead to Succeed,Marjory,Fellmen,Finance,Europe,E,Aspire to move,6 - 10 years,Male,White,4.0,
521,Lead to Succeed,Rodrick,Mitchell,Human Resources,United Kingdom,E,Performing to standard,Less than 2 years,Male,White,2.0,
521,Lead to Succeed,Summer,Lunn,Corporate Marketing & Comms,Europe,E,Ready in 1 year,Less than 2 years,Female,White,4.0,I don't really understand where the topics for the sessions came from.  It would have been nice to learn about stuff that was more relevant in my day to day
521,Lead to Succeed,Herlinda,Given,Finance,United Kingdom,E,Aspire to move,Less than 2 years,Female,White,4.0,
521,Lead to Succeed,Georgine,Pailing,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,Latino/Hispanic,4.0,
521,Lead to Succeed,Georgeann,Trattles,Higher Education,"North America, United States",E,Ready now,11 + years,Female,White,4.0,
521,Lead to Succeed,Karri,Cawley,Higher Education,"North America, Canada",F,Ready now,Less than 2 years,Male,White,4.0,
521,Lead to Succeed,Herb,Easdown,Assessment & Qualifications,"North America, Canada",E,Ready in 1 year,6 - 10 years,Female,White,3.0,
521,Lead to Succeed,Nellie,Teal,English Language Learning,United Kingdom,F,Aspire to move,6 - 10 years,Prefer not to say,White,2.0,
521,Lead to Succeed,Tanesha,Ellison,Assessment & Qualifications,"North America, United States",E,Performing to standard,3 - 5 years,Male,White,2.0,
521,Lead to Succeed,Ellsworth,Gilbey,Assessment & Qualifications,United Kingdom,E,Ready now,11 + years,Male,White,1.0,
521,Lead to Succeed,Wendell,Hirst,English Language Learning,"North America, United States",E,Aspire to move,Less than 2 years,Male,White,2.0,It was nice meeting people from across Pearson
521,Lead to Succeed,Leopoldo,Wall,Workforce Skills,Europe,F,Ready now,3 - 5 years,Female,White,2.0,
521,Lead to Succeed,Mayme,Gibbins,Assessment & Qualifications,"North America, United States",D,Aspire to move,3 - 5 years,Male,Latino/Hispanic,4.0,
521,Lead to Succeed,Aracelis,Allport,Higher Education,"North America, United States",F,Aspire to move,6 - 10 years,Male,Latino/Hispanic,4.0,
521,Lead to Succeed,Tameka,Yarker,Assessment & Qualifications,"North America, United States",E,Aspire to move,6 - 10 years,Male,Other,0.0,
521,Lead to Succeed,Lakia,Vickery,CPO/DTC,United Kingdom,D,Aspire to move,3 - 5 years,Female,White,6.0,The best part of this program was meeting people from around Pearson.  I thought the program itself was okay; the network I've built has been invaluable
521,Lead to Succeed,Gwenn,Kershaw,Assessment & Qualifications,"North America, United States",D,Aspire to move,6 - 10 years,Male,White,4.0,
521,Lead to Succeed,Lamont,Doherty,English Language Learning,"North America, United States",F,Ready now,11 + years,Male,White,1.0,
521,Lead to Succeed,Harriette,Emmerson,Higher Education,"North America, United States",D,Ready now,6 - 10 years,Male,Black,6.0,
521,Lead to Succeed,Wanita,Hodder,Finance,"North America, United States",F,Ready now,6 - 10 years,Male,White,2.0,
521,Lead to Succeed,Mirtha,Horner,Assessment & Qualifications,"North America, United States",D,Ready in 1 year,6 - 10 years,Female,Other,0.0,
